site_id,site_name,lat,lon,website,site_type,active
national_trust_purbeck,National Trust - Purbeck,50.596304,-2.0131087,,nature_reserve,True
national_trust_winkworth_arboretum,National Trust - Winkworth Arboretum,51.1644055,-0.5808767,https://www.nationaltrust.org.uk/winkworth-arboretum,attraction,True
national_trust_scotney_castle_estate,National Trust Scotney Castle Estate,51.0931676,0.4104817,,park,True
national_trust_standen_house_and_garden,National Trust Standen House and Garden,51.1029027,-0.0164443,,attraction,True
national_trust_stoneywell,National Trust Stoneywell,52.7016408,-1.2628833,,attraction,True
national_trust_white_cliffs_of_dover,National Trust White Cliffs of Dover,51.1315733,1.3374504,,attraction,True
nether_alderley_mill,Nether Alderley Mill,53.2829011,-2.2362988,,watermill,True
new_house_farm_national_nature_reserve,New House Farm National Nature Reserve,54.0742381,-2.1055122,,nature_reserve,True
newark_park,Newark Park,51.636372,-2.3176932,https://www.nationaltrust.org.uk/newark-park/,attraction,True
newtimber_hill,Newtimber Hill,50.895982,-0.1892542,,nature_reserve,True
north_town_moor,North Town Moor,51.5328471,-0.7194514,,park,True
nuffield_place_national_trust,Nuffield Place (National Trust),51.5851844,-1.0210451,https://www.nationaltrust.org.uk/nuffield-place,attraction,True
nunnington_hall,Nunnington Hall,54.2068382,-0.973738,,attraction,True
nymans_gardens,Nymans Gardens,51.0507003,-0.197702,,attraction,True
old_market_cross,Old Market Cross,51.8810658,-5.2655921,,memorial,True
old_school_house,Old School House,54.3587056,-1.0439346,,attraction,True
old_soar_manor,Old Soar Manor,51.2630761,0.3199716,https://www.nationaltrust.org.uk/old-soar-manor/,attraction,True
orford_ness_national_nature_reserve_national_trust,Orford Ness National Nature Reserve (National Trust),52.0863637,1.5622296,https://www.nationaltrust.org.uk/orford-ness/,attraction,True
ormesby_hall,Ormesby Hall,54.5432308,-1.182584,https://www.nationaltrust.org.uk/visit/north-east/ormesby-hall,attraction,True
osterley_house,Osterley House,51.4893882,-0.3519712,,attraction,True
osterley_park,Osterley Park,51.4894378,-0.3509349,,park,True
outward_hound_nw_hants,"Outward Hound, NW Hants",51.3624193,-1.3688219,,yes,True
overbeck_s_museum_and_gardens,Overbeck's Museum and Gardens,50.2227885,-3.7842955,https://www.nationaltrust.org.uk/overbecks/,attraction,True
oxburgh_hall,Oxburgh Hall,52.5810295,0.5704259,https://www.nationaltrust.org.uk/oxburghhall/,attraction,True
packwood_house,Packwood House,52.3479422,-1.7465873,,attraction,True
palladian_bridge,Palladian Bridge,52.0289985,-1.0102176,,folly,True
park_pay,Park & Pay,52.8195531,1.2335491,https://www.nationaltrust.org.uk/outdoors,,True
paycocke_s,Paycocke's,51.870487,0.6827302,,building,True
paycocke_s_house_and_garden,Paycocke's House and Garden,51.8700717,0.6830444,https://www.nationaltrust.org.uk/paycockes-house-and-garden,attraction,True
pebble_alcove,Pebble Alcove,52.0274488,-1.0121947,,attraction,True
peckover_house_gardens,Peckover House & Gardens,52.665151,0.1544621,https://www.nationaltrust.org.uk/peckover-house-and-garden,museum,True
penrhyn_castle,Penrhyn Castle,53.2258386,-4.0946108,,museum,True
penrhyn_castle_railway_museum,Penrhyn Castle Railway Museum,53.2260815,-4.0945684,,museum,True
petworth_house,Petworth House,50.988217,-0.6109661,https://www.nationaltrust.org.uk/visit/sussex/petworth,attraction,True
pheasant_park_basildon_park,"Pheasant Park, Basildon Park",51.500331,-1.1258519,https://nt.global.ssl.fastly.net/binaries/content/assets/website/national/regions/oxfordshire-buckinghamshire-berkshire/places/basildon-park/pdf/nat567_basildonpark_map_a4_lr.pdf,yes,True
pilsdon_pen,Pilsdon Pen,50.8068369,-2.8337116,https://www.nationaltrust.org.uk/visit/dorset/pilsdon-pen,,True
pinkneys_green,Pinkneys Green,51.535076,-0.7613489,,common,True
pitstone_windmill,Pitstone Windmill,51.8317599,-0.6298901,https://www.nationaltrust.org.uk/pitstone-windmill,windmill,True
plas_yn_rhiw,Plas yn Rhiw,52.822631,-4.6191067,https://www.nationaltrust.org.uk/plas-yn-rhiw,museum,True
pleasure_grounds,Pleasure grounds,50.991667,-0.6117812,,park,True
polesden_lacey,Polesden Lacey,51.2574761,-0.3734675,,attraction,True
polesden_lacey_estate,Polesden Lacey Estate,51.2575975,-0.3717162,https://www.nationaltrust.org.uk/polesden-lacey#Facilities%20and%20access,attraction,True
porth_y_swnt,Porth Y Swnt,52.8045946,-4.7125252,,museum,True
powis_castle,Powis Castle,52.6499237,-3.1608778,,castle,True
priest_s_house,Priest's House,51.0211631,-2.8151535,https://www.nationaltrust.org.uk/priests-house-muchelney/,building,True
prior_park,Prior Park,51.3666175,-2.3445083,https://www.nationaltrust.org.uk/prior-park/,attraction,True
pullham_rockword,Pullham rockword,51.8443779,-0.9352872,,attraction,True
pulpit_hill_nature_reserve,Pulpit Hill Nature Reserve,51.7362645,-0.7950009,,nature_reserve,True
quarry_bank_apprentice_house,Quarry Bank Apprentice House,53.345667,-2.2471403,,attraction,True
quarry_bank_mill,Quarry Bank Mill,53.3436072,-2.2501842,,attraction,True
quebec_house,Quebec House,51.2671842,0.0759591,https://www.nationaltrust.org.uk/quebec-house/,museum,True
queen_s_temple,Queen's Temple,52.0335333,-1.0141878,,attraction,True
ramsey_abbey_gatehouse_national_trust,Ramsey Abbey Gatehouse (National Trust),52.4483893,-0.1028016,,monument,True
rayleigh_mount,Rayleigh Mount,51.5883164,0.6044112,,park,True
red_house,Red House,51.4554056,0.1303699,https://www.nationaltrust.org.uk/visit/london/red-house,museum,True
revetment_walls,Revetment Walls,53.3378092,-2.0555223,https://historicengland.org.uk/listing/the-list/list-entry/1277276,heritage,True
rhododendron_wood,Rhododendron Wood,51.1723207,-0.3845337,https://www.nationaltrust.org.uk/leith-hill-tower-and-countryside,,True
rievaulx_terrace,Rievaulx Terrace,54.255006,-1.1131977,,attraction,True
riley_graves,Riley Graves,53.2839319,-1.6586592,,memorial,True
roman_baths,Roman Baths,51.5117732,-0.1157806,,attraction,True
rufford_old_hall,Rufford Old Hall,53.6386538,-2.8137835,,attraction,True
runnymede,Runnymede,51.4411176,-0.5544319,https://www.nationaltrust.org.uk/runnymede/,park,True
runnymede_and_ankerwycke,Runnymede And Ankerwycke,51.4485887,-0.567896,https://www.nationaltrust.org.uk/runnymede-and-ankerwycke,,True
samson_the_philistine,Samson & the Philistine,52.0372147,-1.0135843,,attraction,True
sandham_memorial_chapel,Sandham Memorial Chapel,51.3446363,-1.3361997,https://www.nationaltrust.org.uk/sandham-memorial-chapel/,,True
sandilands_national_trust,Sandilands National Trust,53.290226,0.3021225,https://www.nationaltrust.org.uk/visit/nottinghamshire-lincolnshire/sandilands,nature_reserve,True
sandscale_haws_nature_reserve,Sandscale Haws Nature Reserve,54.1625997,-3.2412826,https://www.nationaltrust.org.uk/sandscale-haws-national-nature-reserve,nature_reserve,True
saxon_deities,Saxon Deities,52.0331119,-1.0121417,,attraction,True
scotney_castle,Scotney Castle,51.0928543,0.4081705,https://www.nationaltrust.org.uk/scotney-castle/,castle,True
season_s_fountain,Season's Fountain,52.0313673,-1.0141288,,attraction,True
seaton_delaval_hall,Seaton Delaval Hall,55.0824127,-1.496829,,attraction,True
selborne_common,Selborne Common,51.0946,-0.9507079,,common,True
servants_house,Servants' House,50.9882903,-0.6102572,,attraction,True
shalford_mill,Shalford Mill,51.2191189,-0.5680614,,attraction,True
shaw_s_corner,Shaw's Corner,51.8357818,-0.2686068,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/shaws-corner,museum,True
sheffield_park,Sheffield Park,50.9987747,0.0229474,https://www.nationaltrust.org.uk/sheffield-park-and-garden/,attraction,True
sheringham_park,Sheringham Park,52.928348,1.1739934,,park,True
shugborough_estate,Shugborough Estate,52.7946979,-2.0138748,,park,True
shugborough_hall,Shugborough Hall,52.8000725,-2.012956,https://www.nationaltrust.org.uk/shugborough-estate,attraction,True
shugborough_servants_quarters,Shugborough Servants' Quarters,52.7996788,-2.0137276,,museum,True
shute_barton,Shute Barton,50.7714843,-3.0615774,https://www.nationaltrust.org.uk/visit/devon/shute-barton,manor,True
sissinghurst_castle_and_garden,Sissinghurst Castle and Garden,51.1155469,0.5823751,https://www.nationaltrust.org.uk/visit/kent/sissinghurst-castle-garden,attraction,True
sit_up_plank,Sit-up Plank,50.0735516,-5.2933289,,fitness_station,True
sizergh_garden,Sizergh Garden,54.2848144,-2.7713943,,garden,True
skittle_alley_swing,Skittle Alley & Swing,52.0271484,-1.0244748,,attraction,True
slindon_estate,Slindon Estate,50.8933062,-0.6249027,https://www.nationaltrust.org.uk/slindon-estate,,True
smallhythe_place,Smallhythe Place,51.038123,0.6993977,https://www.nationaltrust.org.uk/smallhythe-place/,yes,True
snowshill_manor_and_garden,Snowshill Manor and Garden,52.0029831,-1.8615932,https://www.nationaltrust.org.uk/snowshill-manor-and-garden,attraction,True
soane_s_glasshouse,Soane's glasshouse,52.1442804,-0.0452439,,glasshouse,True
souter_lighthouse,Souter Lighthouse,54.970442,-1.3644471,https://www.nationaltrust.org.uk/souter-lighthouse-and-the-leas,museum,True
southwell_workhouse,Southwell Workhouse,53.0807197,-0.9395153,,workhouse,True
southwick_hill,Southwick Hill,50.8561792,-0.2431126,,nature_reserve,True
speke_hall,Speke Hall,53.3368143,-2.8742305,,attraction,True
spyway_dinosaur_footprints,Spyway Dinosaur Footprints,50.6021493,-2.0202029,https://dorset-nl.org.uk/location/spyway/,archaeological_site,True
spyway_sea_saunter_spyway,"Spyway sea saunter, Spyway",50.5990957,-2.0055698,,yes,True
st_cuthberts_cave,St Cuthberts Cave,55.610752,-1.9076369,,archaeological_site,True
st_john_s_jerusalem,St John's Jerusalem,51.410442,0.2402388,,attraction,True
st_michael_s_tower,St. Michael's Tower,51.1447094,-2.6986986,https://www.nationaltrust.org.uk/glastonbury-tor,attraction,True
stable_ruins,Stable ruins,53.1015491,-0.1938999,,ruins,True
stainsby_mill,Stainsby Mill,53.1830983,-1.3196599,,museum,True
standen,Standen,51.1028931,-0.0166015,https://www.nationaltrust.org.uk/visit/sussex/standen-house-and-garden,museum,True
stane_street,Stane Street,50.8908043,-0.6563092,,roman_road,True
stane_street,Stane Street,50.8944025,-0.6482591,,roman_road,True
stane_street,Stane Street,50.89735,-0.6418118,,roman_road,True
stane_street,Stane Street,50.9001182,-0.6357398,,roman_road,True
stane_street,Stane Street,50.9028674,-0.6297663,,roman_road,True
statue_of_queen_caroline,Statue of Queen Caroline,52.0265328,-1.0222918,,attraction,True
statue_of_roman_wrestlers,Statue of Roman wrestlers,52.0267439,-1.0235833,,attraction,True
staunton_harold_church,Staunton Harold Church,52.7841056,-1.4381837,https://www.nationaltrust.org.uk/staunton-harold-church/,,True
steam_yacht_gondola,Steam Yacht Gondola,54.3633664,-3.0663984,https://www.nationaltrust.org.uk/steam-yacht-gondola,attraction,True
stembridge_tower_mill,Stembridge Tower Mill,51.0711428,-2.8108768,https://www.nationaltrust.org.uk/stembridge-tower-mill,,True
stepping_beam,Stepping Beam,50.0771077,-5.2914345,,fitness_station,True
stoke_sub_hamdon_priory,Stoke-sub-Hamdon Priory,50.9540844,-2.7512191,https://www.nationaltrust.org.uk/stoke-sub-hamdon-priory/,,True
stoneacre,Stoneacre,51.2521578,0.5776018,https://www.nationaltrust.org.uk/stoneacre/,attraction,True
stonehenge_landscape,Stonehenge Landscape,51.1816132,-1.819835,https://www.nationaltrust.org.uk/stonehenge-landscape,attraction,True
stourhead_gardens,Stourhead Gardens,51.1046699,-2.3234658,https://www.nationaltrust.org.uk/stourhead/,attraction,True
stourhead_park,Stourhead Park,51.1079404,-2.3307721,,garden,True
stowe_landscape_gardens,Stowe Landscape Gardens,52.0310303,-1.0169684,https://www.nationaltrust.org.uk/stowe/,garden,True
studland_bay,Studland Bay,50.6627061,-1.9486527,https://www.nationaltrust.org.uk/studland-bay,,True
sudbury_hall,Sudbury Hall,52.8861502,-1.7652067,https://www.nationaltrust.org.uk/sudbury-hall-and-museum-of-childhood/,manor,True
sunnycroft,Sunnycroft,52.6954421,-2.5167795,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/sunnycroft,museum,True
sunnycroft_gardens,Sunnycroft Gardens,52.695131,-2.5162778,,attraction,True
sutton_hoo_archeological_site,Sutton Hoo Archeological Site,52.0894263,1.3386678,,archaeological_site,True
sutton_house,Sutton House,51.5484761,-0.0504604,https://www.nationaltrust.org.uk/sutton-house,attraction,True
sutton_lane_meadows,Sutton Lane Meadows,51.498409,-2.0793622,https://www.nationaltrust.org.uk/visit/wiltshire/sutton-lane-meadows,nature_reserve,True
tall_pavilion,Tall Pavilion,51.8221697,-2.4110717,,yes,True
tattershall_castle,Tattershall Castle,53.1013685,-0.193388,https://www.nationaltrust.org.uk/tattershall-castle,museum,True
tatton_park,Tatton Park,53.3246345,-2.379376,https://www.tattonpark.org.uk/,park,True
terra_degli_etruschi,Terra degli Etruschi,51.8427119,-0.9327857,,attraction,True
terrace_wall_and_steps_in_front_of_the_orangery,Terrace wall and steps in front of the Orangery,53.3380552,-2.0537326,https://historicengland.org.uk/listing/the-list/list-entry/1231934,heritage,True
the_assembly_rooms,The Assembly Rooms,51.386257,-2.3625557,https://www.nationaltrust.org.uk/bath-assembly-rooms,attraction,True
the_avenue,The Avenue,51.1773677,-1.8037278,,footway,True
the_bakehouse,The Bakehouse,50.6766567,-2.0462802,,chalet,True
the_cage,The Cage,53.3445341,-2.051911,https://historicengland.org.uk/listing/the-list/list-entry/1277283,attraction,True
the_captain_s_quarter,The Captain's Quarter,50.1422375,-5.0136745,,chalet,True
the_charterhouse,The Charterhouse,52.4010508,-1.494732,https://www.nationaltrust.org.uk/visit/warwickshire/coventry-charterhouse,,True
the_children_s_country_house_at_sudbury,The Children's Country House at Sudbury,52.8859571,-1.7648149,https://www.nationaltrust.org.uk/the-childrens-country-house-at-sudbury,museum,True
the_coombes,The Coombes,51.5423945,-1.6725336,https://www.nationaltrust.org.uk/visit/wiltshire/the-coombes-hinton-parva,nature_reserve,True
the_courts_garden,The Courts Garden,51.3544599,-2.2010384,https://www.nationaltrust.org.uk/courts-garden/,attraction,True
the_flashes_churt_common,"The Flashes, Churt Common",51.1516666,-0.7651971,,nature_reserve,True
the_four_continents,The Four Continents,51.840364,-0.9283077,,attraction,True
the_grotto,The Grotto,52.1016335,-2.1779947,,attraction,True
the_hardmans_house,The Hardmans' House,53.3997802,-2.9736539,https://www.nationaltrust.org.uk/visit/liverpool-lancashire/the-hardmans-house,museum,True
the_kennels,The Kennels,53.3411619,-2.0482419,https://historicengland.org.uk/listing/the-list/list-entry/1277269,heritage,True
the_kymin,The Kymin,51.8087253,-2.686826,,park,True
the_lieutenant_s_quarter,The Lieutenant’s Quarter,50.1423836,-5.0135055,,chalet,True
the_major_s_quarter,The Major’s Quarter,50.14232,-5.013594,,chalet,True
the_meat_safe,The Meat Safe,53.3385483,-2.0539521,https://historicengland.org.uk/listing/the-list/list-entry/1231929,heritage,True
the_old_brick_works_pinkneys_green,"The Old Brick Works, Pinkneys Green",51.5389632,-0.7564123,,nature_reserve,True
the_old_manor,The Old Manor,52.9783876,-1.8149255,https://www.nationaltrust.org.uk/old-manor,attraction,True
the_old_rectory,The Old Rectory,51.5785944,-4.2868452,,holiday_cottage,True
the_orangery,The Orangery,53.3383253,-2.05373,https://historicengland.org.uk/listing/the-list/list-entry/1277341,heritage,True
the_path_of_virtue_stowe,"The Path of Virtue, Stowe",52.0280514,-1.0101561,https://nt.global.ssl.fastly.net/binaries/content/assets/website/national/regions/oxfordshire-buckinghamshire-berkshire/places/stowe-gardens/pdf/2022-bhh-map-updated-october.pdf,yes,True
the_pheasant_house,The Pheasant House,53.3411297,-2.048961,https://historicengland.org.uk/listing/the-list/list-entry/1277275,heritage,True
the_power_house,The Power House,51.843151,-0.9363341,,attraction,True
the_round_house,The Round House,51.8091456,-2.6864919,,attraction,True
the_stables,The Stables,53.3391377,-2.052714,https://historicengland.org.uk/listing/the-list/list-entry/1232013,heritage,True
the_vyne,The Vyne,51.3068884,-1.0886087,https://www.nationaltrust.org.uk/vyne/,attraction,True
the_vyne_estate,The Vyne Estate,51.3008219,-1.0893587,https://www.nationaltrust.org.uk/visit/hampshire/the-vyne,park,True
the_walled_garden,The Walled Garden,52.7919194,-2.0140763,,garden,True
the_watch_house,The Watch House,50.2205998,-4.8024432,,building,True
the_weir,The Weir,52.0718453,-2.823618,,park,True
the_workhouse,The Workhouse,53.0810865,-0.9393064,,building,True
thorington_hall,Thorington Hall,51.9811254,0.9300534,,chalet,True
tiffy_s,Tiffy's,50.1421258,-5.0139132,,chalet,True
tintinhull_garden,Tintinhull Garden,50.9750154,-2.7107851,,garden,True
townend,Townend,54.4124568,-2.9150505,https://www.nationaltrust.org.uk/townend,attraction,True
treasurer_s_house,Treasurer's House,50.9686985,-2.7679629,https://www.nationaltrust.org.uk/treasurers-house-martock/,,True
treasurer_s_house,Treasurer's House,53.9629726,-1.08076,https://www.nationaltrust.org.uk/treasurers-house-york,attraction,True
treasurer_s_house_garden,Treasurer's House Garden,53.962844,-1.0810397,,garden,True
tredegar_house,Tredegar House,51.5615226,-3.0280775,,attraction,True
tredegar_house_museum,Tredegar House Museum,51.5613372,-3.0280302,https://www.nationaltrust.org.uk/tredegar-house,museum,True
trelissick_garden,Trelissick Garden,50.2159417,-5.0322296,,garden,True
trengwainton_gardens,Trengwainton Gardens,50.1267275,-5.5717548,https://www.nationaltrust.org.uk/visit/cornwall/trengwainton-garden,attraction,True
trerice,Trerice,50.386445,-5.0388768,https://www.nationaltrust.org.uk/trerice,attraction,True
tudor_merchant_s_house,Tudor Merchant's House,51.6716935,-4.6980275,https://www.nationaltrust.org.uk/tudor-merchants-house,museum,True
tyntesfield,Tyntesfield,51.437635,-2.7079606,https://www.nationaltrust.org.uk/tyntesfield,park,True
t_mawr_wybrnant_museum,Tŷ Mawr Wybrnant Museum,53.0547334,-3.8365895,https://www.nationaltrust.org.uk/ty-mawr-wybrnant,museum,True
uppark_house,Uppark House,50.9524396,-0.8911576,https://www.nationaltrust.org.uk/uppark/,attraction,True
upton_house,Upton House,52.1083651,-1.4614335,https://www.nationaltrust.org.uk/uptonhouse,attraction,True
venus_and_adonis,Venus and Adonis,51.842841,-0.9348587,,attraction,True
waddesdon_manor,Waddesdon Manor,51.8425006,-0.9375014,https://waddesdon.org.uk/,attraction,True
walled_garden,Walled Garden,51.041441,-1.5386745,,garden,True
walled_garden,Walled Garden,51.0442956,-1.1510879,,garden,True
walled_garden,Walled Garden,52.2699147,-2.718941,,garden,True
walled_garden,Walled Garden,53.2259416,-4.0981329,,garden,True
walled_garden_rose_garden,Walled Garden/Rose Garden,51.4215994,0.100793,,garden,True
wallington_hall,Wallington Hall,55.152137,-1.956418,https://www.nationaltrust.org.uk/wallington,attraction,True
washington_old_hall,Washington Old Hall,54.9027565,-1.5164912,https://www.nationaltrust.org.uk/washington-old-hall,museum,True
waterfall_swallet,Waterfall Swallet,53.2900023,-1.7032367,,yes,True
watermill,Watermill,51.1803261,-3.444904,https://www.nationaltrust.org.uk/visit/somerset/dunster-castle-and-watermill,building,True
wellhead,Wellhead,53.3381216,-2.0547709,https://historicengland.org.uk/listing/the-list/list-entry/1231916,heritage,True
wellington_monument,Wellington Monument,50.9461909,-3.2260668,,park,True
west_wycombe_house,West Wycombe House,51.6414022,-0.8029586,,manor,True
westbury_court_garden,Westbury Court Garden,51.8226301,-2.4100415,,attraction,True
whipsnade_tree_cathedral,Whipsnade Tree Cathedral,51.8532101,-0.5375908,,attraction,True
white_cliffs_of_dover,White Cliffs of Dover,51.1373278,1.36143,,attraction,True
white_cliffs_of_dover,White Cliffs of Dover,51.1459406,1.3819748,,attraction,True
white_mill,White Mill,50.8051063,-2.0610982,https://www.nationaltrust.org.uk/white-mill,attraction,True
wicken_fen,Wicken Fen,52.3069619,0.2895177,,attraction,True
wightwick_manor,Wightwick Manor,52.5836736,-2.1942419,https://www.nationaltrust.org.uk/visit/birmingham-west-midlands/wightwick-manor-and-gardens,attraction,True
wightwick_manor_gardens,Wightwick Manor Gardens,52.5836303,-2.195204,,garden,True
willington_dovecote,Willington Dovecote,52.1369484,-0.3845832,,attraction,True
willington_stables,Willington Stables,52.1364127,-0.3852889,,attraction,True
wimpole_estate,Wimpole Estate,52.1288055,-0.0496309,,park,True
wimpole_hall,Wimpole Hall,52.1411634,-0.0497627,,castle,True
winster_market_house,Winster Market House,53.1416201,-1.6401723,https://www.nationaltrust.org.uk/winster-market-house/,attraction,True
winter_hill,Winter Hill,51.5675668,-0.7438811,,nature_reserve,True
witley_millford_common,Witley & Millford Common,51.1598013,-0.6664878,https://www.nationaltrust.org.uk/witley-and-milford-commons,,True
witley_common,Witley Common,51.1557725,-0.674183,,nature_reserve,True
wolf_s_cove_model_village,Wolf's Cove Model Village,52.003141,-1.8609729,,attraction,True
woolsthorpe_manor_isaac_newton_s_birthplace,Woolsthorpe Manor (Isaac Newton's Birthplace),52.809263,-0.6305808,,museum,True
wordsworth_house,Wordsworth House,54.6638085,-3.3680587,,yes,True
wordworth_house,Wordworth House,54.663638,-3.3680432,https://www.nationaltrust.org.uk/wordsworth-house/,attraction,True
working_farm,Working Farm,52.7943099,-2.0145264,,museum,True
wray_castle,Wray Castle,54.4006169,-2.9643423,https://www.nationaltrust.org.uk/wray-castle,castle,True
yha_langdale,YHA Langdale,54.4384959,-3.0216047,,hostel,True
