District,total_journey_min,nearest_competitor_drive_min,imd_decile_mean,geo_barriers_decile,wider_barriers_decile,income_decile,avg_fsm%,pop%_most_deprived,pop%_moderately_deprived,pop%_least_deprived,Population,Authority_Name,Region_Name,Post_Town,lsoa_count,nearest_ferry_terminal,competitor_context,Visits,visits_per_1000,predicted_visit_rate,performance_gap,visits_gap_raw,visits_gap,composite_need_score,impact_score,need_tier,visit_tier,priority_zone,intervention_type,deprivation_tier,fsm_tier,visit_rate_tier,composite_need_tier,intersection_segment,performance_ratio,fragility_score,fragility_tier,fragility_alert,gap_score,need_inverse_score,population_score,accessibility_score_norm,growth_potential_score,growth_potential_tier,risk_score,risk_flags,risk_tier,safe_zone_lower_1rmse,safe_zone_upper_1rmse,safe_zone_lower_2rmse,safe_zone_upper_2rmse,safe_zone_status,needs_intervention,high_potential_flag,underperformance_confidence,sensitivity_total_journey_min_delta,sensitivity_total_journey_min_new_pred,sensitivity_total_journey_min_impact,sensitivity_geo_barriers_decile_delta,sensitivity_geo_barriers_decile_new_pred,sensitivity_geo_barriers_decile_impact,sensitivity_income_decile_delta,sensitivity_income_decile_new_pred,sensitivity_income_decile_impact,shap_narrative,shap_error
BH19,12.5,4.4,5.75,2.3708133971291865,5.955263157894737,5.882775119617225,19.187981220657274,9.465709728867623,90.53429027113238,0.0,12540.0,Dorset,South West,Unknown,9,Sandbanks Jetty," [Agglestone Rock: 4Km; Studland Bay: 5Km; Spyway sea saunter, Spyway: 5Km; National Trust - Purbeck: 6Km; Spyway Dinosaur Footprints: 6Km; Brownsea Island: 9Km]",92.0,7.33652312599681,14.00387171429333,6.66734858829652,2.66347687400319,2.66347687400319,12.382391176404518,16.658104445492732,Low Need,High Visit Rate,Maintain,Model District,Moderate Deprivation,Medium FSM,High Visit Rate,Low Need,Moderate Deprivation + Medium FSM + High Visit Rate,0.5238924831415473,-39.0620261835909,Severe Under-performance,False,100.0,78.09542695420538,17.528900320105116,0,100.0,Very High,0,,Minimal Risk,13.25387171429333,14.75387171429333,12.50387171429333,15.50387171429333,Severe Underperformance,True,False,3.0,-15.0,16.70592987686163,2.702058162568301,2.0,10.057635196106139,-3.9462365181871917,2.0,11.086150724925105,-2.9177209893682257,"Engagement status: Below expected | Main barriers: deprivation level, wider access barriers | Positive factors: Brownsea journey time, geographic access barriers",
BH2,34.6,31.2,4.71,7.787181512936994,2.67973533478175,4.991704523010073,4.18,41.6205806833893,49.298834682994276,9.080584633616432,20252.0,"Bournemouth, Christchurch and Poole",South West,Unknown,12,Poole Quay, [Kingston Lacy Estate: 26Km; Kingston Lacy: 26Km; The Bakehouse: 32Km; Brownsea Island: 13Km],25.0,1.234445980643887,3.1052924470155876,1.8708464663717006,8.765554019356113,8.765554019356113,30.38840647837251,47.568546592929096,High Need,Low Visit Rate,Urgent Action,Crisis Intervention,High Deprivation,Low FSM,Low Visit Rate,High Need,High Deprivation + Low FSM + Low Visit Rate,0.3975297018579617,-44.0183968279062,Severe Under-performance,False,28.05982680515125,46.242606943379336,28.309034233075664,0,38.73356218957179,Medium,30,HighNeedLowVisits,Medium Risk,2.3552924470155876,3.8552924470155876,1.6052924470155876,4.605292447015588,Severe Underperformance,True,False,1.2472309775811337,-15.0,3.7676718495268346,0.662379402511247,2.0,1.824656880212262,-1.2806355668033256,2.0,2.1176983805688883,-0.9875940664466993,"Engagement status: Below expected | Main barriers: geographic access barriers, wider access barriers | Positive factors: Brownsea journey time, local income context",
BH20,35.2,18.4,5.8,1.5158599945310363,7.516406890894175,6.241557287394039,17.166593608237516,5.004101722723544,84.1878589007383,10.808039376538146,29256.0,Dorset,South West,Unknown,18,Sandbanks Jetty, [Corfe Castle: 14Km; Clouds Hill: 15Km; The Bakehouse: 16Km; White Mill: 22Km; Agglestone Rock: 23Km; Brownsea Island: 28Km],240.0,8.203445447087777,8.866863719267927,0.6634182721801505,1.796554552912223,1.796554552912223,8.652849288377734,11.446658160601086,Low Need,High Visit Rate,Maintain,Model District,Moderate Deprivation,Medium FSM,High Visit Rate,Low Need,Moderate Deprivation + Medium FSM + High Visit Rate,0.9251800531524438,7.61482492818093,Stable,False,9.950256288454403,84.69302361786974,40.895176057814616,0,53.2401851754785,High,0,,Minimal Risk,8.116863719267927,9.616863719267927,7.366863719267927,10.366863719267927,Within Safe Zone,False,False,0.4422788481201003,-15.0,12.019094256979443,3.1522305377115156,2.0,6.908932662966862,-1.9579310563010655,2.0,7.512459709899318,-1.3544040093686096,"Engagement status: In line with expected | Main barriers: deprivation level, lower deprivation | Positive factors: Brownsea journey time, geographic access barriers",
BH21,37.7,9.6,7.8,2.2729000964508868,7.37217461804051,7.7635275863515005,12.28693288182353,12.131844168914856,25.33303512769259,62.53512070339256,71539.0,Dorset,South West,Unknown,45,Poole Quay, [Kingston Lacy Estate: 7Km; Kingston Lacy: 7Km; Badbury Rings: 9Km; White Mill: 9Km; The Bakehouse: 37Km; Brownsea Island: 17Km],642.0,8.97412600120214,6.208684516026804,-2.7654414851753364,1.0258739987978593,1.0258739987978593,12.178370782787457,11.6024815443448,Low Need,High Visit Rate,Maintain,Model District,Low Deprivation,Low FSM,High Visit Rate,Low Need,Low Deprivation + Low FSM + High Visit Rate,1.4454150437241184,18.86871883992418,Moderate Over-performance,False,-41.47737962928222,78.45634105804443,100.0,0,38.10224256296769,Medium,25,UnderperformingPrediction,Low Risk,5.458684516026804,6.958684516026804,4.708684516026804,7.708684516026804,Severe Overperformance,False,True,0.0,-15.0,10.723609670750724,4.51492515472392,2.0,6.620073266901199,0.4113887508743943,2.0,7.209602821099047,1.0009183050722426,"Engagement status: Above expected | Main barriers: local income context | Positive factors: Brownsea journey time, geographic access barriers",
BH22,40.3,16.5,7.36,2.8472815725461835,6.311485109460259,7.467917954112155,20.63939180387159,10.679771218197358,41.15442771678391,48.16580106501874,30422.0,Dorset,South West,Unknown,20,Poole Quay, [Kingston Lacy Estate: 15Km; Kingston Lacy: 15Km; Badbury Rings: 17Km; White Mill: 17Km; Brownsea Island: 21Km],217.0,7.132995858260469,5.033280718343913,-2.0997151399165563,2.867004141739531,2.867004141739531,13.667657393899628,18.16837260094833,Low Need,High Visit Rate,Maintain,Model District,Low Deprivation,Medium FSM,High Visit Rate,Low Need,Low Deprivation + Medium FSM + High Visit Rate,1.4171663090961912,16.54558618079598,Moderate Over-performance,False,-31.49250578561732,75.82177824263329,42.525056263017376,0,21.570921620731074,Low,25,UnderperformingPrediction,Low Risk,4.283280718343913,5.783280718343913,3.5332807183439128,6.533280718343913,Severe Overperformance,False,True,0.0,-15.0,8.901658148755642,3.868377430411729,2.0,5.2439965510576165,0.21071583271370375,2.0,5.7022893829401395,0.6690086645962268,"Engagement status: Above expected | Main barriers: local income context | Positive factors: Brownsea journey time, geographic access barriers",
BH23,52.1,36.7,7.05,3.602276481860834,5.35163219454173,6.719470693187074,18.529569376341115,17.95083592149607,39.24535782726492,42.80380625123901,60532.0,"Bournemouth, Christchurch and Poole",South West,Unknown,38,Poole Quay, [Kingston Lacy Estate: 28Km; Kingston Lacy: 28Km; The Bakehouse: 52Km; Brownsea Island: 24Km],266.0,4.394369920042292,2.771285144913957,-1.6230847751283353,5.605630079957708,5.605630079957708,18.124455957949582,29.504009410437828,Medium Need,Medium Visit Rate,Monitor,Sustain & Optimize,Low Deprivation,Medium FSM,Medium Visit Rate,Medium Need,Low Deprivation + Medium FSM + Medium Visit Rate,1.5856794556515146,30.40384919368524,Significant Over-performance,False,-24.34378154424691,67.93765729169334,84.61398677644361,0,37.65834002738495,Medium,0,,Minimal Risk,2.021285144913957,3.521285144913957,1.271285144913957,4.271285144913957,Severe Overperformance,False,True,0.0,-15.0,5.301656315113533,2.530371170199576,2.0,2.9155380890720615,0.1442529441581044,2.0,3.189537327180877,0.41825218226692007,"Engagement status: Above expected | Main barriers: drive time to nearest NT site [Kingston Lacy Estate: 28Km; Kingston Lacy: 28Km; The Bakehouse: 52Km; Brownsea Island: 24Km], wider access barriers | Positive factors: geographic access barriers, deprivation level",
BH24,50.3,25.9,7.56,2.225541928123217,7.90498431260696,7.319737592698232,15.66157671816284,0.0,50.581146605818596,49.418853394181404,28048.0,New Forest,South East,Unknown,17,Poole Quay, [Kingston Lacy Estate: 25Km; Kingston Lacy: 25Km; Badbury Rings: 27Km; White Mill: 27Km; Foxbury: 28Km; Brownsea Island: 30Km],115.0,4.100114090131204,5.147504783864804,1.0473906937335995,5.899885909868796,5.899885909868796,4.698473015448852,20.988588840420583,Low Need,Medium Visit Rate,Monitor,Sustain & Optimize,Low Deprivation,Medium FSM,Medium Visit Rate,Low Need,Low Deprivation + Medium FSM + Medium Visit Rate,0.7965245807994749,-34.49503873974287,Severe Under-performance,False,15.709253534037934,91.68835454280337,39.206586617089975,0,60.342165586857334,High,0,,Minimal Risk,4.397504783864804,5.897504783864804,3.647504783864804,6.647504783864804,Moderate Underperformance,False,False,0.6982604624890664,-15.0,7.224720739216951,2.0772159553521474,2.0,3.873803866194382,-1.2737009176704217,2.0,4.272550540689797,-0.874954243175007,"Engagement status: Below expected | Main barriers: local income context, drive time to nearest NT site [Kingston Lacy Estate: 25Km; Kingston Lacy: 25Km; Badbury Rings: 27Km; White Mill: 27Km; Foxbury: 28Km; Brownsea Island: 30Km] | Positive factors: geographic access barriers, wider access barriers",
BH25,60.9,29.8,7.22,3.5863701949757667,8.587665100447667,7.187391320433608,18.773718052192628,15.57956269192349,31.16652484368641,53.2539124643901,27029.0,New Forest,South East,Unknown,17,Poole Quay, [Foxbury: 32Km; Blackhill Common: 33Km; Kingston Lacy Estate: 41Km; Brownsea Island: 31Km],75.0,2.7747974397868957,3.5990007154396846,0.8242032756527888,7.225202560213104,7.225202560213104,16.53780930000423,33.252074190642276,Medium Need,Low Visit Rate,High Priority,Targeted Support,Low Deprivation,Medium FSM,Low Visit Rate,Medium Need,Low Deprivation + Medium FSM + Low Visit Rate,0.7709910775741268,-36.59487492802008,Severe Under-performance,False,12.36178466953937,70.74445099750498,37.78218873621381,0,45.78728552481716,Medium,0,,Minimal Risk,2.8490007154396846,4.349000715439685,2.0990007154396846,5.099000715439685,Moderate Underperformance,False,False,0.5494688504351926,-15.0,4.859394725605313,1.2603940101656281,2.0,2.4129761084761694,-1.1860246069635152,2.0,2.67902212241165,-0.9199785930280346,"Engagement status: Below expected | Main barriers: Brownsea journey time, drive time to nearest NT site [Foxbury: 32Km; Blackhill Common: 33Km; Kingston Lacy Estate: 41Km; Brownsea Island: 31Km] | Positive factors: wider access barriers, geographic access barriers",
BH3,34.4,29.8,6.38,7.565952120168988,3.3923486152401816,6.262400250352058,14.270000000000001,15.21671099984353,42.168674698795186,42.614614301361286,12782.0,"Bournemouth, Christchurch and Poole",South West,Unknown,7,Poole Quay, [Kingston Lacy Estate: 20Km; Kingston Lacy: 20Km; The Bakehouse: 32Km; Brownsea Island: 13Km],32.0,2.5035205758097323,3.6824448353341026,1.1789242595243703,7.496479424190268,7.496479424190268,14.93269769989047,32.94232666249413,Low Need,Low Visit Rate,Growth Opportunity,Growth & Awareness,Low Deprivation,Low FSM,Low Visit Rate,Low Need,Low Deprivation + Low FSM + Low Visit Rate,0.6798528390127511,-44.08994404478088,Severe Under-performance,False,17.682055226477676,73.58390936951494,17.867177343826445,0,43.40072702358716,Medium,0,,Minimal Risk,2.9324448353341026,4.432444835334103,2.1824448353341026,5.182444835334103,Moderate Underperformance,False,False,0.7859495063495802,-15.0,4.562059941650182,0.8796151063160798,2.0,2.405058827251786,-1.2773860080823165,2.0,2.6768391886485277,-1.005605646685575,"Engagement status: Below expected | Main barriers: geographic access barriers, wider access barriers | Positive factors: Brownsea journey time, deprivation level",
BH31,51.3,23.5,7.66,1.6517871496704357,8.066234392583462,7.874872729221371,9.004156105052333,19.3130057338835,12.175124591393816,68.51186967472267,18661.0,Dorset,South West,Unknown,12,Poole Quay, [Kingston Lacy Estate: 19Km; Kingston Lacy: 19Km; Badbury Rings: 21Km; White Mill: 21Km; Fontmell and Melbury Downs SAC: 29Km; Brownsea Island: 29Km],109.0,5.841058892878196,5.201508419449496,-0.6395504734286996,4.158941107121804,4.158941107121804,16.220350845234147,23.831068913029316,Medium Need,Medium Visit Rate,Monitor,Sustain & Optimize,Low Deprivation,Low FSM,Medium Visit Rate,Medium Need,Low Deprivation + Low FSM + Medium Visit Rate,1.122954808846851,-7.649916871741902,Stable,False,-9.592275924365643,71.30603815885773,26.08507247794909,0,27.254644761864633,Medium,0,,Minimal Risk,4.451508419449496,5.951508419449496,3.701508419449496,6.701508419449496,Within Safe Zone,False,False,0.0,-15.0,7.808414402154436,2.60690598270494,2.0,4.30436427343301,-0.897144146016486,2.0,4.714084543902568,-0.487423875546928,"Engagement status: Above expected | Main barriers: local income context, drive time to nearest NT site [Kingston Lacy Estate: 19Km; Kingston Lacy: 19Km; Badbury Rings: 21Km; White Mill: 21Km; Fontmell and Melbury Downs SAC: 29Km; Brownsea Island: 29Km] | Positive factors: geographic access barriers, wider access barriers",
BH4,31.1,31.3,6.5,6.202721000709266,3.702688761364369,6.185182797085563,0.0,19.61441743503772,41.51782835772777,38.86775420723451,15509.0,"Bournemouth, Christchurch and Poole",South West,Unknown,10,Poole Quay, [Kingston Lacy Estate: 26Km; Kingston Lacy: 26Km; The Bakehouse: 32Km; Brownsea Island: 10Km],85.0,5.48068863240699,4.357505472089507,-1.1231831603174829,4.51931136759301,4.51931136759301,13.730092204526402,23.16899864594751,Low Need,Medium Visit Rate,Monitor,Sustain & Optimize,Low Deprivation,Low FSM,Medium Visit Rate,Low Need,Low Deprivation + Low FSM + Medium Visit Rate,1.2577582902675954,3.4361149232224664,Stable,False,-16.846024254514813,75.71133044216478,21.67908413592586,0,23.30844294618247,Low,0,,Minimal Risk,3.607505472089507,5.107505472089507,2.857505472089507,5.857505472089507,Moderate Overperformance,False,False,0.0,-15.0,6.32340831363562,1.9659028415461135,2.0,3.763354168204549,-0.5941513038849577,2.0,4.218586856831247,-0.13891861525825977,"Engagement status: Above expected | Main barriers: geographic access barriers, wider access barriers | Positive factors: Brownsea journey time, FSM and poverty context",
BH5,38.1,34.5,4.04,7.900657734470158,2.670353227771011,4.224847746650426,12.805,53.676004872107185,37.028014616321556,9.295980511571255,20525.0,"Bournemouth, Christchurch and Poole",South West,Unknown,12,Poole Quay, [Kingston Lacy Estate: 25Km; Kingston Lacy: 25Km; Brownsea Island: 14Km],52.0,2.533495736906212,2.7693170737856008,0.2358213368793889,7.466504263093788,7.466504263093788,41.41470341047503,51.389805176613876,High Need,Low Visit Rate,Urgent Action,Crisis Intervention,High Deprivation,Low FSM,Low Visit Rate,High Need,High Deprivation + Low FSM + Low Visit Rate,0.9148449489183895,28.831849934681753,Significant Over-performance,False,3.536958263939223,26.736978092458727,28.690644263967908,0,11.731828976662333,Low,10,ExtremeDeprivation,Minimal Risk,2.0193170737856008,3.5193170737856008,1.2693170737856008,4.269317073785601,Within Safe Zone,False,False,0.15721422458625925,-15.0,3.638939749736792,0.8696226759511911,2.0,1.8179370271808788,-0.951380046604722,2.0,1.9500973817290645,-0.8192196920565362,"Engagement status: In line with expected | Main barriers: geographic access barriers, wider access barriers | Positive factors: Brownsea journey time, local income context",
BH6,42.8,36.9,6.49,6.946594057514092,3.9561160472596413,6.279672621891023,13.764,20.951562052163943,42.976338333174105,36.07209961466195,31401.0,"Bournemouth, Christchurch and Poole",South West,Unknown,19,Poole Quay, [Kingston Lacy Estate: 34Km; Kingston Lacy: 34Km; Brownsea Island: 17Km],130.0,4.1399955415432625,2.7753846546828194,-1.3646108868604432,5.8600044584567375,5.8600044584567375,18.795293436514758,30.736718780930538,Medium Need,Medium Visit Rate,Monitor,Sustain & Optimize,Low Deprivation,Low FSM,Medium Visit Rate,Medium Need,Low Deprivation + Low FSM + Medium Visit Rate,1.4916835165741722,22.6737671644492,Moderate Over-performance,False,-20.467069762271056,66.75093912540824,43.89354058625366,0,24.225041370255575,Low,0,,Minimal Risk,2.0253846546828194,3.5253846546828194,1.2753846546828194,4.275384654682819,Moderate Overperformance,False,False,0.0,-15.0,4.56072023897488,1.7853355842920604,2.0,2.434872940432975,-0.3405117142498444,2.0,2.767544421184174,-0.007840233498645155,"Engagement status: Above expected | Main barriers: geographic access barriers, wider access barriers | Positive factors: Brownsea journey time, deprivation level",
BH7,39.6,34.2,5.38,7.229038510154209,4.141569057048959,5.507752591219348,20.43270921364894,49.80618521951631,22.43195415859105,27.76186062189264,23734.0,"Bournemouth, Christchurch and Poole",South West,Unknown,13,Poole Quay, [Kingston Lacy Estate: 25Km; Kingston Lacy: 25Km; Brownsea Island: 16Km],60.0,2.5280188758742734,3.3720602129132877,0.8440413370390143,7.471981124125726,7.471981124125726,40.994142417756095,51.11184306480644,High Need,Low Visit Rate,Urgent Action,Crisis Intervention,High Deprivation,Medium FSM,Low Visit Rate,High Need,High Deprivation + Medium FSM + Low Visit Rate,0.7496956508051777,5.574914848037538,Stable,False,12.659325155438788,27.480954668063788,33.176309425627984,0,19.842961347245932,Low,0,,Minimal Risk,2.6220602129132877,4.122060212913288,1.8720602129132877,4.872060212913288,Moderate Underperformance,False,False,0.5626942246926762,-15.0,4.214508484485969,0.8424482715726813,2.0,2.125031874245224,-1.2470283386680636,2.0,2.432914933444961,-0.9391452794683266,"Engagement status: Below expected | Main barriers: geographic access barriers, wider access barriers | Positive factors: Brownsea journey time, local income context",
BH8,39.3,29.9,4.98,7.717479860438778,3.014431068812451,5.095464260270719,17.386135236086254,46.632446157499594,44.63401713461082,8.733536707889593,54743.0,"Bournemouth, Christchurch and Poole",South West,Unknown,28,Poole Quay, [Kingston Lacy Estate: 22Km; Kingston Lacy: 22Km; The Bakehouse: 34Km; Brownsea Island: 16Km],88.0,1.6075114626527593,2.9313314169259344,1.323819954273175,8.39248853734724,8.39248853734724,37.85855288107559,51.67845262879463,High Need,Low Visit Rate,Urgent Action,Crisis Intervention,High Deprivation,Medium FSM,Low Visit Rate,High Need,High Deprivation + Medium FSM + Low Visit Rate,0.5483895315864846,-22.77375753931952,Under-performing,False,19.8552683535541,33.027843719568565,76.52189714701072,0,44.01143573860616,Medium,30,HighNeedLowVisits,Medium Risk,2.1813314169259344,3.6813314169259344,1.4313314169259344,4.431331416925934,Moderate Underperformance,False,False,0.8825466361821167,-15.0,3.4581389810720604,0.5268075641461261,2.0,1.6762293911828932,-1.2551020257430412,2.0,1.9538083421522006,-0.9775230747737338,"Engagement status: Below expected | Main barriers: geographic access barriers, wider access barriers | Positive factors: Brownsea journey time, local income context",
BH9,37.0,24.4,6.55,7.356935771632471,3.6916815343443354,5.736306868867083,20.450631035011277,17.81891168599465,43.58385370205174,38.59723461195361,44840.0,"Bournemouth, Christchurch and Poole",South West,Unknown,25,Poole Quay, [Kingston Lacy Estate: 20Km; Kingston Lacy: 20Km; White Mill: 22Km; Brownsea Island: 14Km],154.0,3.434433541480821,3.770182621017394,0.3357490795365732,6.565566458519179,6.565566458519179,18.608427490699636,32.72259861904728,Medium Need,Low Visit Rate,High Priority,Targeted Support,Low Deprivation,Medium FSM,Low Visit Rate,Medium Need,Low Deprivation + Medium FSM + Low Visit Rate,0.9109462025354171,-25.085179860528186,Severe Under-performance,False,5.035721097977804,67.08150684060679,62.679098114315266,0,48.26280622803586,Medium,0,,Minimal Risk,3.020182621017394,4.520182621017394,2.270182621017394,5.270182621017394,Within Safe Zone,False,False,0.2238327196910488,-15.0,4.996177043137628,1.225994422120234,2.0,2.650957430514199,-1.1192251905031951,2.0,2.9898944397763034,-0.7802881812410907,"Engagement status: In line with expected | Main barriers: geographic access barriers, wider access barriers | Positive factors: Brownsea journey time, local income context",
DT1,43.1,14.2,6.59,4.935365853658537,6.459717987804878,6.3645960365853655,15.663507626365947,16.989329268292682,51.43292682926829,31.577743902439025,26240.0,Dorset,South West,Unknown,16,Sandbanks Jetty, [Cerne Abbas Giant: 14Km; Clouds Hill: 19Km; Eggardon Hill Fort: 23Km; Hod Hill: 35Km; The Bakehouse: 37Km; Brownsea Island: 50Km],108.0,4.115853658536586,3.616747792514795,-0.49910586602179086,5.884146341463414,5.884146341463414,16.59158277571466,29.266546967390504,Medium Need,Medium Visit Rate,Monitor,Sustain & Optimize,Moderate Deprivation,Medium FSM,Medium Visit Rate,Medium Need,Moderate Deprivation + Medium FSM + Medium Visit Rate,1.1379985264813703,32.3693823472885,Significant Over-performance,False,-7.485822278707499,70.64932518457881,36.67929381176701,0,32.25521325516139,Medium,0,,Minimal Risk,2.866747792514795,4.366747792514795,2.116747792514795,5.116747792514795,Within Safe Zone,False,False,0.0,-15.0,6.982618829822074,3.365871037307279,2.0,3.7041429052016155,0.08739511268682065,2.0,4.111080165377576,0.4943323728627811,"Engagement status: Above expected | Main barriers: geographic access barriers | Positive factors: Brownsea journey time, drive time to nearest NT site [Cerne Abbas Giant: 14Km; Clouds Hill: 19Km; Eggardon Hill Fort: 23Km; Hod Hill: 35Km; The Bakehouse: 37Km; Brownsea Island: 50Km]",
DT10,63.8,19.8,5.52,1.0573322065560646,6.316861628786194,6.678290263754837,20.72982443233776,19.77049326157541,70.35537962015745,9.874127118267136,22483.0,Dorset,South West,Unknown,12,Poole Quay, [Hod Hill: 14Km; Cerne Abbas Giant: 21Km; Fontmell and Melbury Downs SAC: 21Km; Stourhead Gardens: 28Km; Stourhead Park: 28Km; Brownsea Island: 45Km],75.0,3.3358537561713293,3.158486121509228,-0.17736763466210137,6.664146243828671,6.664146243828671,20.058292612804117,34.033243560448895,Medium Need,Low Visit Rate,High Priority,Targeted Support,Moderate Deprivation,Medium FSM,Low Visit Rate,Medium Need,Moderate Deprivation + Medium FSM + Low Visit Rate,1.0561559012256636,22.84963561415787,Moderate Over-performance,False,-2.6602424084056784,64.51668103101633,31.427612910440462,0,29.996332533401898,Medium,0,,Minimal Risk,2.408486121509228,3.908486121509228,1.658486121509228,4.6584861215092275,Within Safe Zone,False,False,0.0,-15.0,4.740136337298309,1.581650215789081,2.0,2.6136330347467958,-0.5448530867624322,2.0,2.874422397029915,-0.2840637244793127,"Engagement status: In line with expected | Main barriers: Brownsea journey time, deprivation level | Positive factors: geographic access barriers, wider access barriers",
DT11,46.3,14.0,5.9,1.9188341987509272,7.208059151491948,6.671149290517097,13.36536343313505,4.984326768921538,90.80902586681343,4.206647364265033,41791.0,Dorset,South West,Unknown,22,Poole Quay, [Hod Hill: 10Km; Badbury Rings: 12Km; White Mill: 15Km; Kingston Lacy: 15Km; Kingston Lacy Estate: 15Km; Brownsea Island: 27Km],288.0,6.8914359551099515,5.252526342229378,-1.6389096128805738,3.1085640448900485,3.1085640448900485,7.498637768185592,14.574738572400058,Low Need,Medium Visit Rate,Monitor,Sustain & Optimize,Moderate Deprivation,Low FSM,Medium Visit Rate,Low Need,Moderate Deprivation + Low FSM + Medium Visit Rate,1.312023111565197,52.61152353178888,Extreme Over-performance,True,-24.581129832590744,86.73483526750684,58.417087183214754,0,38.25391536126836,Medium,15,FragileOverperformance,Low Risk,4.502526342229378,6.002526342229378,3.7525263422293778,6.752526342229378,Severe Overperformance,False,True,0.0,-15.0,9.117489558860516,3.8649632166311383,2.0,5.034721812282377,-0.21780452994700106,2.0,5.469575945475306,0.21704960324592815,"Engagement status: Above expected | Main barriers: local income context, deprivation level | Positive factors: geographic access barriers, Brownsea journey time [Less typical visitor pattern]",
DT2,43.5,8.2,5.86,1.2312228274449053,6.914222177802209,7.2245265104192695,14.942159256101236,5.269601719054521,90.91749537754235,3.812902903403128,40022.0,Dorset,South West,Unknown,20,Sandbanks Jetty, [Cerne Abbas Giant: 9Km; Clouds Hill: 20Km; Eggardon Hill Fort: 25Km; Langdon Hill: 34Km; Hod Hill: 36Km; Brownsea Island: 51Km],188.0,4.697416420968467,5.463927200276437,0.7665107793079704,5.302583579031533,5.302583579031533,8.171368980168534,21.627709023212574,Low Need,Medium Visit Rate,Monitor,Sustain & Optimize,Moderate Deprivation,Low FSM,Medium Visit Rate,Low Need,Moderate Deprivation + Low FSM + Medium Visit Rate,0.8597143133112772,0.0,Stable,False,11.49648573427613,85.54476706798602,55.94431009659067,0,60.39858177444821,High,0,,Minimal Risk,4.713927200276437,6.213927200276437,3.963927200276437,6.963927200276437,Moderate Underperformance,False,False,0.5110071862053136,-15.0,9.162228769518444,3.698301569242007,2.0,4.979583768208179,-0.4843434320682585,2.0,5.469848644542554,0.005921444266117071,"Engagement status: Below expected | Main barriers: local income context, deprivation level | Positive factors: geographic access barriers, Brownsea journey time",
DT3,48.9,20.0,5.97,2.5690296372582675,6.385742075752375,6.305555555555555,26.035338719218974,22.85444558874013,48.78704657283442,28.35850783842545,34956.0,Dorset,South West,Unknown,19,Sandbanks Jetty, [Cerne Abbas Giant: 22Km; Eggardon Hill Fort: 27Km; Clouds Hill: 28Km; Langdon Hill: 37Km; Golden Cap: 37Km; Brownsea Island: 59Km],108.0,3.089598352214212,4.33732808724928,1.247729735035068,6.910401647785788,6.910401647785788,23.808713527883782,37.39730441287601,Medium Need,Low Visit Rate,High Priority,Targeted Support,Moderate Deprivation,High FSM,Low Visit Rate,Medium Need,Moderate Deprivation + High FSM + Low Visit Rate,0.7123275643585509,-17.143689091909053,Under-performing,False,18.714031800066085,57.882149161002125,48.86285802149876,0,46.87938097015014,Medium,0,,Minimal Risk,3.58732808724928,5.08732808724928,2.83732808724928,5.83732808724928,Moderate Underperformance,False,False,0.831819823356712,-15.0,6.4138313534741584,2.0765032662248784,2.0,3.3648678689766647,-0.9724602182726154,2.0,3.7807188027965566,-0.5566092844527235,"Engagement status: Below expected | Main barriers: FSM and poverty context, deprivation level | Positive factors: geographic access barriers, Brownsea journey time",
DT4,55.1,26.3,5.04,4.074545487371139,5.13529762227157,5.3655057863474696,26.167741791255956,47.62317427648089,31.25710881221903,21.119716911300078,55389.0,Dorset,South West,Unknown,32,Sandbanks Jetty, [Cerne Abbas Giant: 26Km; Eggardon Hill Fort: 31Km; Clouds Hill: 31Km; Corfe Castle: 39Km; Langdon Hill: 40Km; Brownsea Island: 53Km],81.0,1.46238422791529,2.9858516566825735,1.5234674287672834,8.53761577208471,8.53761577208471,41.18654453091341,54.44342848789351,High Need,Low Visit Rate,Urgent Action,Crisis Intervention,High Deprivation,High FSM,Low Visit Rate,High Need,High Deprivation + High FSM + Low Visit Rate,0.489771226458072,-31.0286041104872,Severe Under-performance,False,22.84967417845064,27.14059341781912,77.42490110289492,0,43.00057572806732,Medium,30,HighNeedLowVisits,Medium Risk,2.2358516566825735,3.7358516566825735,1.4858516566825735,4.4858516566825735,Severe Underperformance,True,False,1.0156449525115223,-15.0,3.7992227281456725,0.8133710714630991,2.0,1.8443481706755185,-1.141503486007055,2.0,2.168524479499192,-0.8173271771833814,"Engagement status: Below expected | Main barriers: Brownsea journey time, wider access barriers | Positive factors: local income context",
